0,1,2
0,65,9.35335575114079
0,67,8.856752951081672
1,17,7.081898770386364
1,18,7.584295161679332
1,19,8.108201208237622
1,30,7.020012731222152
1,53,12.190338481681902
2,2,9.386634224917147
2,7,8.37943328673689
2,54,21.172928299100356
2,98,13.512186582136087
4,40,10.854100763345839
4,42,11.319402114986097
5,87,9.513355418380074
5,91,11.459863881447031
7,3,15.253333262981219
7,10,8.515342722050038
7,14,17.045740049707668
7,95,15.253134208326713
