building_number,SMAPE
2,6.127020997129538
3,15.45783424045188
4,7.2409617861596525
7,6.266677528963478
10,7.743396931131296
14,13.256071549233607
16,7.632612673523454
28,7.766045613212004
31,7.624599943809404
33,6.652904461422641
34,6.613376361493857
40,6.989424818423514
42,12.294506205477097
44,6.155397308926795
53,9.095412128089494
65,8.815511169446886
67,11.105699728079168
90,7.951782838973122
95,15.45783424045188
96,6.460544055367966
98,7.177532335240016
